Depth_cm,Height_cm,Width_cm,Volume_cm3,Date,Executor_capacity_cm3,LocationID
33,20.3,26.7,17886.33,25/08/2022,3313071,26737
43.2,7.6,27.9,9160.128,04/08/2022,3313071,26875
34.3,11.4,26.7,10440.234,04/08/2022,3313071,26875
37.6,5.6,22.4,4716.544,04/08/2022,3313071,26875
36.8,17.8,20.3,13297.312,25/07/2022,3313071,26875
31.6,1.4,29.1,1287.384,25/08/2022,3313071,26875
25.4,7.6,17.8,3436.112,04/08/2022,3313071,25429
39.4,7.6,31.8,9522.192,04/08/2022,3313071,25429
31.8,1.2,29.3,1118.088,15/08/2022,3313071,25429
27.2,5.8,24.6,3880.896,25/07/2022,3313071,25429
25.4,7.6,17.8,3436.112,04/08/2022,3313071,26796
34.3,11.4,26.7,10440.234,04/08/2022,3313071,26796
34.3,11.4,20.3,7937.706,04/08/2022,3313071,26796
34.3,11.4,26.7,10440.234,04/08/2022,3313071,26796
30.5,5.1,22.9,3562.095,04/08/2022,3313071,26662
31.8,1.3,29.2,1207.128,19/08/2022,3313071,26662
34.3,11.4,26.7,10440.234,19/08/2022,3313071,26662
24.4,1,16.8,409.92,25/07/2022,3313071,26662
34.3,11.4,20.3,7937.706,25/07/2022,3313071,26662
39.1,4.1,23.9,3831.409,25/07/2022,3313071,26662
39.4,7.6,31.8,9522.192,25/07/2022,3313071,26662
32.3,0.8,29.7,767.448,25/07/2022,3313071,26662
33.5,7.9,18.3,4843.095,25/07/2022,3313071,26662
39.4,7.6,31.8,9522.192,25/07/2022,3313071,26662
31.8,1.3,29.2,1207.128,25/07/2022,3313071,26662
34.3,7.6,24.1,6282.388,22/08/2022,3313071,26662
49.5,7.6,35.6,13392.72,22/08/2022,3313071,26662
30,5.6,17.3,2906.4,22/08/2022,3313071,26662
21.8,3.6,14.2,1114.416,22/08/2022,3313071,26662
29.4,3.6,26.9,2847.096,22/08/2022,3313071,26662
30.6,2.4,28.1,2063.664,04/08/2022,3313071,24995
27.7,5.3,25.1,3684.931,29/07/2022,3313071,24995
34.3,7.6,24.1,6282.388,04/08/2022,3313071,26808
32.8,0.2,30.3,198.768,04/08/2022,3313071,26808
39.4,7.6,31.8,9522.192,04/08/2022,3313071,26084
32.5,3,19.8,1930.5,04/08/2022,3313071,26084
53.3,38.1,45.7,92804.361,04/08/2022,3313071,26084
26.2,6.9,23.6,4266.408,04/08/2022,3313071,26084
35.6,22.9,31.8,25924.632,04/08/2022,3313071,26084
20.6,4.8,13,1285.44,04/08/2022,3313071,24809
54,12.4,41.3,27654.48,04/08/2022,3313071,24809
34.3,11.4,26.7,10440.234,04/08/2022,3313071,24809
35.8,7.4,20.6,5457.352,04/08/2022,3313071,24721
39.4,7.6,31.8,9522.192,25/07/2022,3313071,24721
43.2,7.6,27.9,9160.128,04/08/2022,3313071,25374
66,17.8,40.6,47696.88,04/08/2022,3313071,24598
25.1,7.9,22.6,4481.354,04/08/2022,3313071,25804
25.4,7.6,17.8,3436.112,04/08/2022,3313071,25804
29.2,3.8,26.7,2962.632,04/08/2022,3313071,26061
29.7,14.2,22.6,9531.324,04/08/2022,3313071,26225
66,17.8,40.6,47696.88,04/08/2022,3313071,26225
25.4,12.7,17.8,5741.924,04/08/2022,3313071,26225
39.6,8.9,18.2,6414.408,04/08/2022,3313071,26577
39.6,8.9,18.2,6414.408,04/08/2022,3313071,26577
39.6,8.9,18.2,6414.408,04/08/2022,3313071,26577
45.7,21.6,22.9,22605.048,04/08/2022,3313071,26237
39.4,24.8,24.8,24232.576,04/08/2022,3313071,25115
31.8,1.2,29.3,1118.088,04/08/2022,3313071,26670
29.7,5.8,17,2928.42,04/08/2022,3313071,26670
48.3,27.9,31.8,42852.726,04/08/2022,3313071,26670
31.2,1.8,28.7,1611.792,04/08/2022,3313071,24955
34.3,11.4,26.7,10440.234,29/07/2022,3313071,24955
25.9,7.1,23.4,4303.026,04/08/2022,3313071,25351
35.6,6.6,22.9,5380.584,04/08/2022,3313071,25351
39.4,7.6,31.8,9522.192,04/08/2022,3313071,25351
36.3,6.9,21.1,5284.917,04/08/2022,3313071,25351
25.4,7.6,17.8,3436.112,15/08/2022,3313071,25351
27.4,5.6,24.9,3820.656,25/07/2022,3313071,25351
49.5,7.6,35.6,13392.72,04/08/2022,3313071,26285
32.3,0.8,29.7,767.448,04/08/2022,3313071,25918
26.4,6.6,23.9,4164.336,25/07/2022,3313071,25918
33,20.3,26.7,17886.33,04/08/2022,3313071,26143
30.5,10.2,19.1,5942.01,04/08/2022,3313071,26143
34.3,8.9,19,5800.13,04/08/2022,3313071,26143
44.5,20.3,35.6,32159.26,04/08/2022,3313071,26143
36.2,27.9,28.6,28885.428,04/08/2022,3313071,26143
46.6,22.8,32.5,34530.6,21/08/2022,3313071,26143
25.4,12.7,17.8,5741.924,04/08/2022,3313071,26587
34.3,11.4,26.7,10440.234,04/08/2022,3313071,26587
30.2,2.8,27.7,2342.312,22/08/2022,3313071,26587
39.4,7.6,31.8,9522.192,04/08/2022,3313071,26059
30.5,2.5,27.9,2127.375,04/08/2022,3313071,25425
25.4,12.7,17.8,5741.924,21/08/2022,3313071,25425
30.5,3.6,22.9,2514.42,04/08/2022,3313071,24647
30.5,10.2,19.1,5942.01,25/07/2022,3313071,24647
66,17.8,40.6,47696.88,04/08/2022,3313071,26412
54,12.4,41.3,27654.48,04/08/2022,3313071,26412
48.3,30.5,36.8,54211.92,19/08/2022,3313071,26412
34.3,7.6,24.1,6282.388,19/08/2022,3313071,26412
36.8,17.8,20.3,13297.312,19/08/2022,3313071,26412
35.6,6.6,22.9,5380.584,04/08/2022,3313071,26409
40.7,2.5,25.4,2584.45,21/08/2022,3313071,26409
30.2,2.8,27.7,2342.312,21/08/2022,3313071,26409
30.8,2.2,28.3,1917.608,25/07/2022,3313071,26409
25.8,7.2,23.2,4309.632,22/08/2022,3313071,26409
27.2,5.8,24.7,3896.672,04/08/2022,3313071,25205
25.1,7.9,22.6,4481.354,04/08/2022,3313071,25577
33.5,2,20.8,1393.6,04/08/2022,3313071,25577
35.1,8.1,19.8,5629.338,25/07/2022,3313071,25577
30.7,4.8,18,2652.48,06/08/2022,3313071,25577
25.4,12.7,17.8,5741.924,04/08/2022,3313071,26294
25.4,5.1,17.8,2305.812,04/08/2022,3313071,25761
29.2,3.8,26.7,2962.632,04/08/2022,3313071,24759
29.7,3.3,27.2,2665.872,29/07/2022,3313071,24759
54,12.4,41.3,27654.48,29/07/2022,3313071,24759
38.9,4.3,23.6,3947.572,21/08/2022,3313071,24759
44.5,20.3,35.6,32159.26,21/08/2022,3313071,24759
25.4,12.7,17.8,5741.924,04/08/2022,3313071,25919
36.8,17.8,20.3,13297.312,04/08/2022,3313071,25919
40.6,12.7,30.5,15726.41,25/07/2022,3313071,25919
31.5,1.5,29,1370.25,04/08/2022,3313071,26538
76.8,14,18.4,19783.68,04/08/2022,3313071,26296
36.8,17.8,20.3,13297.312,04/08/2022,3313071,26296
45.7,21.6,22.9,22605.048,06/08/2022,3313071,26296
30.4,2.6,27.9,2205.216,04/08/2022,3313071,25922
26.9,6.1,24.4,4003.796,04/08/2022,3313071,25922
40.6,12.7,30.5,15726.41,06/08/2022,3313071,25922
36.8,21.1,30,23294.4,04/08/2022,3313071,26200
25.4,12.7,17.8,5741.924,04/08/2022,3313071,26200
28.4,4.6,25.9,3383.576,04/08/2022,3313071,25578
26.7,6.3,24.1,4053.861,21/08/2022,3313071,25578
29,4.1,26.4,3138.96,15/08/2022,3313071,25578
27.2,5.8,24.7,3896.672,04/08/2022,3313071,25528
39.4,7.6,31.8,9522.192,04/08/2022,3313071,25274
24.1,8.9,21.6,4632.984,04/08/2022,3313071,25994
54,12.4,41.3,27654.48,04/08/2022,3313071,25583
40.6,12.7,30.5,15726.41,04/08/2022,3313071,25858
21.6,3.8,14,1149.12,04/08/2022,3313071,26163
36.8,17.8,20.3,13297.312,21/08/2022,3313071,26163
25.4,7.6,17.8,3436.112,04/08/2022,3313071,24676
40.6,12.7,30.5,15726.41,04/08/2022,3313071,25655
38.7,4.5,23.4,4075.11,04/08/2022,3313071,25655
61.6,33,41.3,83954.64,04/08/2022,3313071,25655
61.6,33,41.3,83954.64,04/08/2022,3313071,25655
34.3,11.4,26.7,10440.234,04/08/2022,3313071,26519
31.2,3,26.2,2452.32,04/08/2022,3313071,25548
34.3,11.4,26.7,10440.234,04/08/2022,3313071,26868
43.2,27.9,30.5,36761.04,04/08/2022,3313071,26868
31.5,1.5,29,1370.25,19/08/2022,3313071,26868
31.6,1.4,29.1,1287.384,25/07/2022,3313071,26868
32,1,29.5,944,25/07/2022,3313071,26868
31.5,1.5,29,1370.25,25/07/2022,3313071,26868
31,2,28.5,1767,04/08/2022,3313071,26105
34.3,10.9,34.3,12823.741,04/08/2022,3313071,25301
40.6,12.7,30.5,15726.41,04/08/2022,3313071,25301
23.6,3.8,15.2,1363.136,04/08/2022,3313071,26201
29,6.6,16.3,3119.82,04/08/2022,3313071,26031
28.6,4.4,26,3271.84,04/08/2022,3313071,25483
32.8,2.8,20.1,1845.984,04/08/2022,3313071,26110
40.6,12.7,30.5,15726.41,04/08/2022,3313071,26110
44.5,20.3,35.6,32159.26,04/08/2022,3313071,25388
29.4,3.6,26.9,2847.096,04/08/2022,3313071,25110
32.8,12.2,23.6,9443.776,04/08/2022,3313071,26072
40.6,22.9,30.5,28357.07,04/08/2022,3313071,25962
30.5,2.5,27.9,2127.375,04/08/2022,3313071,25962
49.5,7.6,35.6,13392.72,04/08/2022,3313071,25962
34.3,11.4,26.7,10440.234,21/08/2022,3313071,25962
27.9,5.1,25.4,3614.166,21/08/2022,3313071,25962
25.4,12.7,17.8,5741.924,06/08/2022,3313071,25962
36.8,17.8,20.3,13297.312,06/08/2022,3313071,25962
34.3,7.6,24.1,6282.388,06/08/2022,3313071,25962
29.8,3.2,27.3,2603.328,04/08/2022,3313071,25934
25.9,7.1,23.4,4303.026,04/08/2022,3313071,25934
25.4,7.6,17.8,3436.112,04/08/2022,3313071,25047
34.3,11.4,26.7,10440.234,04/08/2022,3313071,24703
34.5,8.6,19.3,5726.31,15/08/2022,3313071,24703
40.6,12.7,30.5,15726.41,15/08/2022,3313071,24703
30,3,27.5,2475,15/08/2022,3313071,24703
25.4,7.6,17.8,3436.112,15/08/2022,3313071,24703
31,2,28.4,1760.8,06/08/2022,3313071,24703
34.3,11.4,26.7,10440.234,04/08/2022,3313071,25694
44.5,20.3,35.6,32159.26,04/08/2022,3313071,25694
31.8,1.3,29.2,1207.128,04/08/2022,3313071,26475
25.4,12.7,17.8,5741.924,04/08/2022,3313071,25807
31.5,11.7,16.3,6007.365,04/08/2022,3313071,26702
33,8.9,30.5,8957.85,04/08/2022,3313071,26640
34.3,11.4,26.7,10440.234,04/08/2022,3313071,26640
61,3.8,45.1,10454.18,19/08/2022,3313071,26640
61,3.8,45.1,10454.18,19/08/2022,3313071,26640
25.4,12.7,17.8,5741.924,04/08/2022,3313071,25180
43.2,7.6,27.9,9160.128,25/07/2022,3313071,25180
27.2,5.8,24.6,3880.896,04/08/2022,3313071,25707
26.2,6.9,23.6,4266.408,04/08/2022,3313071,25707
25.4,12.7,17.8,5741.924,21/08/2022,3313071,25707
29.2,3.8,26.7,2962.632,21/08/2022,3313071,25707
31.5,1.5,29,1370.25,15/08/2022,3313071,25707
33.4,9.8,18.1,5924.492,06/08/2022,3313071,25707
22.6,2.8,15,949.2,06/08/2022,3313071,25707
31,2,28.5,1767,04/08/2022,3313071,25741
40.6,12.7,30.5,15726.41,04/08/2022,3313071,25741
29,4.1,26.4,3138.96,04/08/2022,3313071,25741
36.8,17.8,20.3,13297.312,04/08/2022,3313071,25741
40.6,12.7,30.5,15726.41,04/08/2022,3313071,25741
25.4,12.7,17.8,5741.924,22/08/2022,3313071,25741
29.2,3.8,26.7,2962.632,22/08/2022,3313071,25741
31.8,3.8,19.1,2308.044,04/08/2022,3313071,26128
25.4,12.7,17.8,5741.924,04/08/2022,3313071,25369
39.4,7.6,31.8,9522.192,04/08/2022,3313071,24883
25.4,7.6,17.8,3436.112,04/08/2022,3313071,24883
30.1,2.9,27.6,2409.204,04/08/2022,3313071,25119
36.8,17.8,20.3,13297.312,04/08/2022,3313071,25119
39.4,7.6,31.8,9522.192,25/07/2022,3313071,25119
49.5,7.6,35.6,13392.72,04/08/2022,3313071,25660
36.3,6.9,21.1,5284.917,04/08/2022,3313071,26588
34.3,11.4,26.7,10440.234,04/08/2022,3313071,26588
43.2,7.6,27.9,9160.128,04/08/2022,3313071,26588
49.5,7.6,35.6,13392.72,04/08/2022,3313071,26362
23.9,1.5,16.3,584.355,04/08/2022,3313071,26025
25.4,12.7,17.8,5741.924,04/08/2022,3313071,25521
25.4,7.6,17.8,3436.112,04/08/2022,3313071,25608
34.3,7.6,24.1,6282.388,04/08/2022,3313071,26108
56.4,29.7,43.2,72363.456,04/08/2022,3313071,26108
39.1,21.1,36.3,29947.863,04/08/2022,3313071,25422
26.2,6.8,23.7,4222.392,25/07/2022,3313071,25422
25.4,12.7,17.8,5741.924,04/08/2022,3313071,24525
25.4,12.7,17.8,5741.924,04/08/2022,3313071,25595
30.5,4.8,22.9,3352.56,04/08/2022,3313071,25595
41.9,29.5,33,40789.65,04/08/2022,3313071,25595
25.4,12.7,17.8,5741.924,04/08/2022,3313071,25572
31.6,1.4,29.1,1287.384,04/08/2022,3313071,25749
29.2,3.8,26.7,2962.632,04/08/2022,3313071,25446
43.2,7.6,27.9,9160.128,21/08/2022,3313071,25446
40.5,2.7,25.2,2755.62,15/08/2022,3313071,25446
40.6,12.7,30.5,15726.41,04/08/2022,3313071,25104
31.4,1.6,28.9,1451.936,04/08/2022,3313071,25059
40.6,13.2,23.4,12540.528,04/08/2022,3313071,25723
40.6,2.5,25.4,2578.1,04/08/2022,3313071,25723
39.4,7.6,31.8,9522.192,04/08/2022,3313071,26066
36.8,17.8,20.3,13297.312,04/08/2022,3313071,25906
31.5,1.5,29,1370.25,04/08/2022,3313071,26747
31.8,3.8,26.7,3226.428,04/08/2022,3313071,26792
25.4,12.7,17.8,5741.924,19/08/2022,3313071,26792
27.6,5.4,25.1,3740.904,25/08/2022,3313071,26792
54,12.4,41.3,27654.48,25/08/2022,3313071,26792
40.6,10.2,35,14494.2,04/08/2022,3313071,26806
30.5,3.8,22.9,2654.11,04/08/2022,3313071,25980
34.3,7.6,24.1,6282.388,21/08/2022,3313071,25980
36.8,17.8,20.3,13297.312,15/08/2022,3313071,25980
55.9,30.5,45.7,77916.215,25/07/2022,3313071,25980
36.8,17.8,20.3,13297.312,25/07/2022,3313071,25980
61.6,33,41.3,83954.64,25/07/2022,3313071,25980
36.8,17.8,20.3,13297.312,22/08/2022,3313071,25980
48.3,27.9,31.8,42852.726,22/08/2022,3313071,25980
44.5,20.3,35.6,32159.26,22/08/2022,3313071,25980
30.5,10.2,19.1,5942.01,22/08/2022,3313071,25980
34.3,7.6,24.1,6282.388,22/08/2022,3313071,25980
39.4,7.6,31.8,9522.192,04/08/2022,3313071,26215
45.7,21.6,22.9,22605.048,04/08/2022,3313071,25871
34.3,11.4,26.7,10440.234,04/08/2022,3313071,25045
24.1,5.1,16.5,2028.015,29/07/2022,3313071,25045
34.3,11.4,26.7,10440.234,04/08/2022,3313071,25737
25.4,7.6,17.8,3436.112,04/08/2022,3313071,26825
30.5,10.2,19.1,5942.01,25/08/2022,3313071,26825
29.3,6.3,24.2,4467.078,25/08/2022,3313071,26825
36.8,17.8,20.3,13297.312,04/08/2022,3313071,26096
26.7,6.3,24.1,4053.861,04/08/2022,3313071,26221
28,5,25.5,3570,25/07/2022,3313071,26221
29,4.1,26.4,3138.96,04/08/2022,3313071,24989
36.8,17.8,20.3,13297.312,04/08/2022,3313071,25573
43.2,27.9,30.5,36761.04,04/08/2022,3313071,25366
44.5,20.3,35.6,32159.26,04/08/2022,3313071,25366
50.8,30.5,35.6,55158.64,04/08/2022,3313071,25366
23.6,1.8,16,679.68,21/08/2022,3313071,25366
28.8,4.3,26.2,3244.608,21/08/2022,3313071,25366
34.3,7.6,24.1,6282.388,21/08/2022,3313071,25366
29.5,6.1,16.8,3023.16,06/08/2022,3313071,25366
36.8,17.8,20.3,13297.312,06/08/2022,3313071,25366
25.4,7.6,17.8,3436.112,04/08/2022,3313071,25697
27.9,5.1,25.4,3614.166,15/08/2022,3313071,25697
40.6,12.7,30.5,15726.41,04/08/2022,3313071,25096
25.4,12.7,17.8,5741.924,25/07/2022,3313071,25096
36.8,17.8,20.3,13297.312,04/08/2022,3313071,25443
29.7,3.3,27.2,2665.872,04/08/2022,3313071,26339
39.4,7.6,31.8,9522.192,19/08/2022,3313071,26339
33,20.3,26.7,17886.33,22/08/2022,3313071,26339
33,20.3,26.7,17886.33,04/08/2022,3313071,25282
25.4,7.6,17.8,3436.112,04/08/2022,3313071,26874
34.3,11.4,26.7,10440.234,19/08/2022,3313071,26874
48.3,15.2,33,24227.28,25/07/2022,3313071,26874
25.4,7.6,17.8,3436.112,04/08/2022,3313071,25040
33,20.3,26.7,17886.33,04/08/2022,3313071,25938
32.3,0.7,29.8,673.778,04/08/2022,3313071,26370
21.1,4.3,13.5,1224.855,04/08/2022,3313071,25278
36.8,17.8,20.3,13297.312,21/08/2022,3313071,25278
30.1,2.9,27.6,2409.204,21/08/2022,3313071,25278
25.4,12.7,17.8,5741.924,21/08/2022,3313071,25278
29.2,3.8,26.7,2962.632,21/08/2022,3313071,25278
25.1,7.9,22.6,4481.354,21/08/2022,3313071,25278
34.3,11.4,26.7,10440.234,04/08/2022,3313071,26100
25.4,12.7,17.8,5741.924,22/08/2022,3313071,26100
43.2,27.9,30.5,36761.04,04/08/2022,3313071,26824
33,20.3,26.7,17886.33,04/08/2022,3313071,26824
35.8,17,26.4,16067.04,04/08/2022,3313071,25712
39.4,7.6,31.8,9522.192,25/07/2022,3313071,25712
30.6,2.4,28.1,2063.664,04/08/2022,3313071,26326
48.3,30.5,36.8,54211.92,06/08/2022,3313071,26326
22.4,3,14.7,987.84,24/08/2022,3313071,28459
29,4.1,26.4,3138.96,24/08/2022,3313071,28459
36.8,17.8,20.3,13297.312,24/08/2022,3313071,28459
30.5,4.8,22.9,3352.56,24/08/2022,3313071,28564
29,4.1,26.4,3138.96,24/08/2022,3313071,27865
55.9,12.7,45.7,32443.801,24/08/2022,3313071,27865
24.1,4.6,16.5,1829.19,24/08/2022,3313071,28256
35.6,6.6,22.9,5380.584,21/08/2022,3313071,28256
28.8,4.2,26.3,3181.248,24/08/2022,3313071,27848
49.5,7.6,35.6,13392.72,24/08/2022,3313071,27848
25.4,7.6,17.8,3436.112,24/08/2022,3313071,28089
25.4,7.6,22.9,4420.616,24/08/2022,3313071,28130
55.9,12.7,45.7,32443.801,24/08/2022,3313071,28130
54.6,25.4,43.2,59911.488,24/08/2022,3313071,27969
51.6,13.7,28.4,20076.528,24/08/2022,3313071,27969
54.6,25.4,43.2,59911.488,24/08/2022,3313071,27969
31.2,1.8,28.7,1611.792,24/08/2022,3313071,28361
50.8,30.5,35.6,55158.64,24/08/2022,3313071,28103
36.7,6.5,21.4,5104.97,24/08/2022,3313071,28103
23.1,2.3,15.5,823.515,24/08/2022,3313071,28103
22.2,8.3,14,2579.64,24/08/2022,3313071,28199
18.3,1.3,14,333.06,24/08/2022,3313071,28199
25.4,7.6,17.8,3436.112,08/08/2022,3313071,28199
39.4,7.6,31.8,9522.192,24/08/2022,3313071,28202
30.5,5.1,22.9,3562.095,24/08/2022,3313071,28202
31.7,1.3,29.2,1203.332,07/08/2022,3313071,28202
23.2,2.2,15.6,796.224,24/08/2022,3313071,28470
25.7,7.4,23.1,4393.158,24/08/2022,3313071,28470
25.1,12.4,19,5913.56,24/08/2022,3313071,28319
25.4,7.6,17.8,3436.112,07/08/2022,3313071,28319
45.7,21.6,22.9,22605.048,24/08/2022,3313071,28379
25.4,12.7,17.8,5741.924,24/08/2022,3313071,27885
15,3.6,14.2,766.8,24/08/2022,3313071,27885
39.4,7.6,31.8,9522.192,24/08/2022,3313071,28480
31.8,3.8,19.1,2308.044,24/08/2022,3313071,28389
48.3,15.2,33,24227.28,08/08/2022,3313071,28389
40.6,12.7,30.5,15726.41,08/08/2022,3313071,28389
22.1,3.3,14.5,1057.485,24/08/2022,3313071,28575
26.7,6.3,24.1,4053.861,24/08/2022,3313071,28481
31.8,1.3,29.2,1207.128,24/08/2022,3313071,27880
34.3,11.4,26.7,10440.234,24/08/2022,3313071,28185
43.2,7.6,27.9,9160.128,24/08/2022,3313071,28343
66,17.8,40.6,47696.88,24/08/2022,3313071,28432
48.3,15.2,33,24227.28,24/08/2022,3313071,28464
21.8,3.6,14.2,1114.416,24/08/2022,3313071,28404
25.9,7.1,23.4,4303.026,24/08/2022,3313071,28328
24.1,2.3,16.5,914.595,24/08/2022,3313071,28445
36.6,6.6,21.3,5145.228,24/08/2022,3313071,28340
27.2,5.8,24.7,3896.672,24/08/2022,3313071,28159
30.5,2.5,27.9,2127.375,24/08/2022,3313071,28190
21.3,4.1,13.7,1196.421,24/08/2022,3313071,28190
22.4,3,14.7,987.84,24/08/2022,3313071,28143
34.8,12.4,28.2,12168.864,24/08/2022,3313071,28415
40.6,12.7,30.5,15726.41,24/08/2022,3313071,28415
59.1,10.2,46.4,27970.848,24/08/2022,3313071,27841
28.2,4.8,25.7,3478.752,24/08/2022,3313071,27989
21.6,3.8,14,1149.12,24/08/2022,3313071,27989
31.4,1.6,28.9,1451.936,24/08/2022,3313071,27989
36.8,17.8,20.3,13297.312,24/08/2022,3313071,28409
48.3,30.5,36.8,54211.92,24/08/2022,3313071,28280
44.5,20.3,35.6,32159.26,24/08/2022,3313071,28280
44.5,20.3,35.6,32159.26,24/08/2022,3313071,28280
44.5,20.3,35.6,32159.26,24/08/2022,3313071,28280
44.5,20.3,35.6,32159.26,24/08/2022,3313071,28280
55.9,30.5,45.7,77916.215,24/08/2022,3313071,28280
55.9,30.5,45.7,77916.215,24/08/2022,3313071,28280
61.6,33,41.3,83954.64,24/08/2022,3313071,28280
55.9,30.5,45.7,77916.215,24/08/2022,3313071,28280
55.9,30.5,45.7,77916.215,24/08/2022,3313071,28280
48.3,30.5,36.8,54211.92,24/08/2022,3313071,28280
48.3,30.5,36.8,54211.92,24/08/2022,3313071,28280
44.5,20.3,35.6,32159.26,24/08/2022,3313071,28280
48.3,30.5,36.8,54211.92,24/08/2022,3313071,28280
55.9,30.5,45.7,77916.215,24/08/2022,3313071,28280
34.3,11.4,26.7,10440.234,24/08/2022,3313071,28574
23.1,2.3,15.5,823.515,24/08/2022,3313071,27916
22.8,2.6,15.2,901.056,24/08/2022,3313071,28426
43.2,7.6,27.9,9160.128,24/08/2022,3313071,28426
25.4,7.6,17.8,3436.112,24/08/2022,3313071,28070
34.3,7.6,24.1,6282.388,24/08/2022,3313071,28488
35.6,22.9,31.8,25924.632,24/08/2022,3313071,28488
30.5,3.3,22.9,2304.885,24/08/2022,3313071,27870
54,12.4,41.3,27654.48,24/08/2022,3313071,28127
28.7,4.3,26.2,3233.342,24/08/2022,3313071,27973
40.6,12.7,30.5,15726.41,24/08/2022,3313071,27973
32.5,3,19.8,1930.5,24/08/2022,3313071,28252
32.4,0.6,29.9,581.256,24/08/2022,3313071,27833
34.3,11.4,20.3,7937.706,24/08/2022,3313071,28355
33,20.3,26.7,17886.33,24/08/2022,3313071,28355
66,17.8,40.6,47696.88,24/08/2022,3313071,28366
45.7,21.6,22.9,22605.048,24/08/2022,3313071,28478
25.4,7.6,17.8,3436.112,24/08/2022,3313071,28424
25.4,7.6,17.8,3436.112,24/08/2022,3313071,28424
25.4,7.6,17.8,3436.112,24/08/2022,3313071,28424
25.4,7.6,17.8,3436.112,24/08/2022,3313071,27925
34.3,11.4,26.7,10440.234,24/08/2022,3313071,27925
36.8,17.8,20.3,13297.312,24/08/2022,3313071,28272
20.6,4.8,13,1285.44,24/08/2022,3313071,28272
25.4,7.6,17.8,3436.112,24/08/2022,3313071,28288
32.5,10.2,28.7,9514.05,08/08/2022,3313071,28288
44.5,20.3,35.6,32159.26,08/08/2022,3313071,28288
30.7,2.3,28.2,1991.202,24/08/2022,3313071,28242
34.3,11.4,20.3,7937.706,24/08/2022,3313071,28594
31,2,28.5,1767,24/08/2022,3313071,28410
25.4,7.6,17.8,3436.112,24/08/2022,3313071,28410
28.4,4.6,25.9,3383.576,24/08/2022,3313071,28200
32.5,10.7,17.3,6016.075,24/08/2022,3313071,28200
25,8,22.5,4500,24/08/2022,3313071,28200
28.7,4.3,26.2,3233.342,24/08/2022,3313071,27935
36.8,17.8,20.3,13297.312,24/08/2022,3313071,28382
33,10.2,17.8,5991.48,07/08/2022,3313071,28382
23.6,1.8,16,679.68,24/08/2022,3313071,28266
29.5,6.1,16.8,3023.16,24/08/2022,3313071,28266
26.9,6.1,24.4,4003.796,24/08/2022,3313071,28177
26.7,6.3,24.1,4053.861,24/08/2022,3313071,28025
29,4.1,26.4,3138.96,07/08/2022,3313071,28025
36.3,6.9,21.1,5284.917,24/08/2022,3313071,28049
33,20.3,23.6,15809.64,24/08/2022,3313071,28049
35.6,22.9,31.8,25924.632,24/08/2022,3313071,28192
30.2,2.8,27.7,2342.312,24/08/2022,3313071,28291
22.6,4.1,15.7,1454.762,24/08/2022,3313071,27859
25.4,7.6,17.8,3436.112,24/08/2022,3313071,28352
39.4,7.6,31.8,9522.192,24/08/2022,3313071,28352
27.9,5.1,25.4,3614.166,08/08/2022,3313071,28352
40.6,12.7,30.5,15726.41,08/08/2022,3313071,28352
35.3,2.8,29.4,2905.896,07/08/2022,3313071,28352
25.4,12.7,17.8,5741.924,24/08/2022,3313071,28313
48.3,30.5,36.8,54211.92,08/08/2022,3313071,28313
34.3,7.6,24.1,6282.388,08/08/2022,3313071,28313
25.4,5.1,17.8,2305.812,24/08/2022,3313071,28259
48.3,15.2,33,24227.28,24/08/2022,3313071,28259
22.9,2.5,15.2,870.2,24/08/2022,3313071,28259
34.3,7.6,24.1,6282.388,24/08/2022,3313071,28123
32.2,0.8,29.7,765.072,24/08/2022,3313071,28425
25.4,5.1,17.8,2305.812,24/08/2022,3313071,28329
37.3,7.1,13.7,3628.171,24/08/2022,3313071,28491
36.8,17.8,20.3,13297.312,24/08/2022,3313071,28491
25.4,12.7,17.8,5741.924,24/08/2022,3313071,28093
40.6,12.7,30.5,15726.41,24/08/2022,3313071,28093
29.7,2.8,24.7,2054.052,24/08/2022,3313071,28583
30.5,10.2,19.1,5942.01,24/08/2022,3313071,28583
35.6,6.6,22.9,5380.584,24/08/2022,3313071,28583
34.3,11.4,26.7,10440.234,08/08/2022,3313071,28583
34.3,7.6,24.1,6282.388,08/08/2022,3313071,28583
33.5,9.7,18.3,5946.585,24/08/2022,3313071,28593
34.3,7.6,24.1,6282.388,24/08/2022,3313071,28593
25.4,7.6,22.9,4420.616,24/08/2022,3313071,28593
36.8,17.8,20.3,13297.312,24/08/2022,3313071,28593
25.7,7.4,23.1,4393.158,24/08/2022,3313071,27922
29.7,3.3,27.2,2665.872,07/08/2022,3313071,27922
25.4,7.6,17.8,3436.112,24/08/2022,3313071,28362
43.2,7.6,27.9,9160.128,24/08/2022,3313071,28362
35.6,22.9,31.8,25924.632,24/08/2022,3313071,28374
29.5,3.6,26.9,2856.78,24/08/2022,3313071,28374
65.4,52.1,58.4,198988.656,24/08/2022,3313071,28348
37.8,5.3,22.6,4527.684,24/08/2022,3313071,28321
30,5.6,17.3,2906.4,24/08/2022,3313071,28350
45.7,21.6,22.9,22605.048,24/08/2022,3313071,28273
28.6,4.4,26.1,3284.424,07/08/2022,3313071,28273
36.8,17.8,20.3,13297.312,24/08/2022,3313071,28427
